image,object_name,range,azimuth,elevation,mean_intensity,intensity_std,min_intensity,max_intensity,edge_density,edge_strength
03204.bmp,cube,7.99928,120.0,20.0,218.7830224590788,46.80909207814964,0,252,0.13132851161020176,143.8753623188406
03205.bmp,cube,7.99874,120.0,20.0,201.7377480277313,63.72950268292439,0,243,0.22543628974420274,157.05620360551433
03206.bmp,cube,7.99874,120.0,20.0,196.9275568181818,72.8848520946856,0,245,0.20525568181818182,157.91580161476355
03207.bmp,cube,7.99874,120.0,20.0,204.89332399626517,59.58610794320599,0,244,0.19677871148459383,151.6465005931198
03208.bmp,cube,7.99874,120.0,20.0,212.49685354691076,50.60840361457396,0,246,0.1335812356979405,145.28907922912205
03209.bmp,cube,7.99874,120.0,20.0,212.56942889137738,49.700428948206884,0,246,0.14725643896976484,151.14448669201522
03210.bmp,cube,7.99874,120.0,20.0,215.8995918367347,46.9900523541054,0,250,0.13020408163265307,143.4451410658307
03211.bmp,cube,7.99983,120.0,20.0,204.89731121281466,59.79246175290778,0,243,0.1610411899313501,150.4422735346359
03212.bmp,cube,7.99983,120.0,20.0,221.71770833333332,36.18975595959346,0,246,0.0765625,148.26530612244898
03213.bmp,cube,7.99983,120.0,20.0,216.9996212121212,41.3180338847209,0,243,0.10151515151515152,146.40298507462686
03214.bmp,cube,7.99983,120.0,20.0,215.48406862745097,46.52221769923937,0,244,0.13929738562091504,138.6656891495601
03215.bmp,cube,7.99983,120.0,20.0,214.26478873239438,46.98173697577816,0,245,0.12474849094567404,148.46451612903226
03216.bmp,cube,7.99983,120.0,20.0,207.71386212008895,57.54137680881799,0,242,0.1682727946627131,146.47577092511014
03217.bmp,cube,7.99983,120.0,20.0,213.57394366197184,46.51715244188954,0,241,0.14084507042253522,144.54166666666666
03218.bmp,cube,7.99983,120.0,20.0,209.35897435897436,55.37032873531488,0,242,0.13145539906103287,148.4010989010989
03219.bmp,cube,7.99874,120.0,20.0,198.43034055727554,68.38266900324862,0,245,0.23181114551083593,155.6076794657763
03220.bmp,cube,8.49954,120.0,20.0,202.24159544159545,59.95752325276256,0,242,0.2621082621082621,132.64347826086956
03221.bmp,cube,7.99874,120.0,20.0,202.75928792569658,65.03692770125315,0,250,0.22329721362229102,155.38648180242635
03222.bmp,cube,7.99874,120.0,20.0,202.00881834215167,64.1006055770675,0,244,0.2310405643738977,148.1412213740458
03223.bmp,cube,7.49856,120.0,20.0,205.54638157894738,57.98677668056542,0,243,0.20888157894736842,148.08031496062992
03224.bmp,cube,7.49856,120.0,20.0,196.9765196401141,66.59942267165553,0,240,0.23173140223831468,156.43371212121212
03225.bmp,cube,7.49958,120.0,20.0,209.6035361102787,59.38258013572866,0,251,0.1669163919688343,151.27109515260324
03226.bmp,cube,7.49907,120.0,20.0,216.61309523809524,46.00887926663594,0,249,0.12053571428571429,141.82222222222222
03227.bmp,cube,7.49907,120.0,20.0,219.13953488372093,44.04546188297858,0,248,0.12200357781753131,135.92375366568916
03228.bmp,cube,7.49907,120.0,20.0,211.92882775119617,60.43882356433771,0,252,0.1139354066985646,159.8005249343832
03229.bmp,cube,7.49856,120.0,20.0,216.4723564143854,42.67704638208617,0,251,0.12855609232420825,140.57202505219206
03230.bmp,cube,7.49907,120.0,20.0,215.2415503875969,52.6811289109557,0,247,0.14573643410852713,146.2340425531915
03231.bmp,cube,7.49907,120.0,20.0,218.04619736015084,43.44172646255886,0,250,0.12162162162162163,141.359173126615
03232.bmp,cube,7.49856,120.0,20.0,220.30771823390631,38.05444653381644,0,247,0.11054937647455342,133.1341463414634
03233.bmp,cube,7.49856,120.0,20.0,205.72066596194503,61.84343028083988,0,249,0.1828752642706131,153.77890173410404
03234.bmp,cube,7.49856,120.0,20.0,202.7168458781362,63.312755027650624,0,248,0.21191756272401432,158.5581395348837
03235.bmp,cube,7.49958,120.0,20.0,195.0772847487511,69.04107188795574,0,243,0.24948574786952687,156.4299175500589
03236.bmp,cube,7.49856,120.0,20.0,209.26786214625946,60.84132733838942,0,252,0.163911459792659,150.17435897435897
03237.bmp,cube,7.49856,120.0,20.0,200.08675342008675,64.72630564677398,0,248,0.2255588922255589,154.53402366863907
03238.bmp,cube,7.49907,120.0,20.0,193.6875,71.93281559920389,0,242,0.2796511627906977,158.13097713097713
03239.bmp,cube,7.49856,120.0,20.0,210.8786835055492,53.664506649076095,0,245,0.1515499425947187,150.50757575757575
03240.bmp,cube,7.49856,120.0,20.0,210.34290235081374,55.08979768137247,0,246,0.17992766726943943,140.96356783919597
03241.bmp,cube,7.49856,120.0,20.0,215.04079254079255,49.098255185993544,0,249,0.12214452214452215,153.48091603053436
03242.bmp,cube,7.49856,120.0,20.0,216.99069182389937,45.06573997669589,0,247,0.129811320754717,142.80426356589146
03243.bmp,cube,7.49856,120.0,20.0,213.0843373493976,53.14085733723909,0,247,0.13102409638554216,152.8448275862069
03244.bmp,cube,7.49856,120.0,20.0,209.65527065527064,57.80210585161376,0,245,0.17307692307692307,148.8148148148148
03245.bmp,cube,7.49856,120.0,20.0,216.86892785283126,44.78873223203386,0,245,0.12388617418798506,146.31322505800463
03246.bmp,cube,7.49907,120.0,20.0,223.50972222222222,31.91712210172109,0,248,0.059375,135.00584795321637
03247.bmp,cube,7.49907,120.0,20.0,210.79428904428903,59.971639490200374,0,247,0.14772727272727273,152.698224852071
03248.bmp,cube,7.49907,120.0,20.0,202.40464743589743,61.33945142443738,0,245,0.21233974358974358,150.99874213836478
03249.bmp,cube,7.49907,120.0,20.0,208.45189843931982,57.963906207119344,0,247,0.15373864430468204,151.98939393939395
03250.bmp,cube,7.49907,120.0,20.0,208.28543209876543,58.69673901071765,0,245,0.15135802469135803,153.61500815660685
03251.bmp,cube,7.49907,120.0,20.0,207.72663018695852,57.68210369383884,0,248,0.14728682170542637,158.39318885448915
03252.bmp,cube,7.49907,120.0,20.0,207.91468253968253,57.83160645406583,0,246,0.18408289241622575,144.62994011976048
03253.bmp,cube,7.49907,120.0,20.0,209.88602753697094,56.74601000763935,0,248,0.15706272310045896,148.6525974025974
03254.bmp,cube,7.49907,120.0,20.0,204.455,66.02094724403763,0,247,0.19275,158.6770428015564
03255.bmp,cube,7.49907,120.0,20.0,206.7182224428997,58.65748792262098,0,244,0.15168818272095333,156.22094926350246
03256.bmp,cube,7.49856,120.0,20.0,210.0455667789001,55.55477928739259,0,245,0.16139169472502807,155.41029207232268
03257.bmp,cube,7.49907,120.0,20.0,208.6792544178165,57.38392241268812,0,247,0.1646090534979424,150.12794117647059
03258.bmp,cube,7.49907,120.0,20.0,211.3921052631579,54.67520789833141,0,252,0.17763157894736842,143.13333333333333
03259.bmp,cube,7.49907,120.0,20.0,207.44227848101266,59.98560658474806,0,249,0.17468354430379746,150.531884057971
03260.bmp,cube,8.00225,120.0,12.0,206.98813333333334,59.93333401245828,0,249,0.212,148.85031446540881
03261.bmp,cube,8.00225,120.0,12.0,208.8270881006865,54.6948027317831,0,246,0.20509153318077802,140.1457461645746
03262.bmp,cube,9.00191,120.0,12.0,177.4346405228758,79.94757663109309,0,238,0.40642701525054464,167.42562315733048
03263.bmp,cube,9.00191,120.0,12.0,191.88873961895456,69.31534783336578,0,241,0.3353688324377137,153.55571740713765
03264.bmp,cube,9.00191,120.0,12.0,198.77934322033897,64.84053562846,0,255,0.2763771186440678,149.75929474894596
03265.bmp,cube,9.00191,120.0,12.0,200.0625,65.85565701700428,0,251,0.29721467391304346,150.79657142857144
03266.bmp,cube,9.00191,120.0,12.0,203.61902300336004,61.499458251163475,0,248,0.25213233393641765,145.45156330087136
03267.bmp,cube,9.00191,120.0,12.0,199.94846656611364,64.61724417100217,0,250,0.2721216691804927,145.66143187066976
03268.bmp,cube,9.00191,120.0,12.0,194.89205058717255,70.11228154558732,0,249,0.3157181571815718,158.24678111587983
03269.bmp,cube,9.50175,120.0,12.0,195.60615471485036,66.61673202184454,0,246,0.29150197628458496,159.66973365617434
03270.bmp,cube,10.0016,120.0,12.0,189.2018581081081,75.47248121482167,0,252,0.3673048048048048,156.40419008686766
03271.bmp,cube,10.0009,120.0,12.0,184.0574488802337,76.3860984571373,0,239,0.4076598506978254,152.78781847133757
03272.bmp,cube,10.0016,120.0,12.0,178.85541099940863,80.70519617670703,0,242,0.4237137788290952,158.30635031402653
03273.bmp,cube,10.0016,120.0,12.0,180.62834036568213,77.67850641912048,0,241,0.41115799343647447,163.85974914481187
03274.bmp,cube,9.50175,120.0,12.0,193.70521642619312,72.16116585367502,0,246,0.3183129855715871,151.98256624825663
03275.bmp,cube,8.00225,120.0,12.0,215.0370945479641,49.74214224469851,0,249,0.1456176673567978,144.62203791469193
03276.bmp,cube,8.00225,120.0,12.0,196.05335097001765,66.90582722657359,0,242,0.2876249265138154,143.32294328053143
03277.bmp,cube,8.00225,120.0,12.0,179.66493506493507,79.89381659817917,0,246,0.39321789321789324,158.15119266055046
03278.bmp,cube,8.00225,120.0,12.0,193.26750590086547,75.48245844331319,0,248,0.27143981117230526,159.3105072463768
03279.bmp,cube,9.00191,120.0,12.0,193.0440051020408,70.04638206275615,0,244,0.3042091836734694,156.21593291404614
03279.bmp,ball,9.00191,120.0,12.0,221.8480201863354,32.92805775535456,0,252,0.11121894409937888,126.61256544502618
03280.bmp,cube,9.00191,120.0,12.0,196.8253367003367,66.44475645195477,0,245,0.2866161616161616,151.71561429270682
03280.bmp,ball,9.00191,120.0,12.0,222.5993907083016,31.425964198864392,0,250,0.09786747905559787,114.34046692607004
03281.bmp,cube,8.5015,120.0,12.0,184.908547008547,75.03424981231812,0,243,0.3762108262108262,154.25369178341538
03282.bmp,cube,8.50208,120.0,12.0,196.5060606060606,67.44806228098919,0,249,0.3022144522144522,152.1461627458542
03283.bmp,ball,8.50208,120.0,12.0,214.5706827309237,40.492143418820696,0,248,0.1636546184738956,124.74969325153374
03283.bmp,cube,8.50208,120.0,12.0,198.9935309973046,66.62540583056372,0,246,0.2835579514824798,149.8032319391635
03284.bmp,cube,8.50208,120.0,12.0,183.2633009153318,75.53833140400147,0,242,0.38744279176201374,158.3968253968254
03284.bmp,ball,8.50208,120.0,12.0,212.5690789473684,44.035170738099985,0,243,0.17410714285714285,127.88394062078272
03285.bmp,ball,9.00191,120.0,12.0,225.97548387096774,23.956534139805683,0,251,0.06258064516129032,118.35051546391753
03285.bmp,cube,9.00191,120.0,12.0,201.00865209471766,64.22029493979304,0,248,0.25713418336369154,150.0194805194805
03286.bmp,cube,9.00191,120.0,12.0,189.17160475259436,75.30904013723405,0,249,0.3694540532410889,154.78139629554244
03287.bmp,cube,9.00191,120.0,12.0,192.93478260869566,70.00890732890726,0,246,0.3297554347826087,151.23856613102595
03288.bmp,cube,9.00191,120.0,12.0,194.61140845070423,69.86955136449227,0,248,0.3340845070422535,150.33642495784147
03289.bmp,cube,9.00131,120.0,12.0,196.4300576184379,69.44656084766923,0,250,0.2943341869398207,154.24959216965743
03290.bmp,cube,9.50111,120.0,12.0,193.61099033816424,69.31217974393086,0,247,0.307487922705314,157.82010997643363
03291.bmp,ball,8.50208,120.0,12.0,218.90277777777777,34.00389932127825,0,247,0.13036616161616163,121.97820823244552
03291.bmp,cube,8.50208,120.0,12.0,199.59326923076924,62.017201032677335,0,240,0.25884615384615384,149.4375928677563
03292.bmp,cube,8.50208,120.0,12.0,202.37127799736496,63.151063985941256,0,246,0.2779973649538867,144.83412322274881
03292.bmp,ball,8.50208,120.0,12.0,216.2882403680276,40.63831031663758,0,248,0.16244968372627946,122.82035398230089
03293.bmp,ball,8.50208,120.0,12.0,209.10268907563025,48.76076439135646,0,244,0.21865546218487394,131.80245964642583
03293.bmp,cube,8.50208,120.0,12.0,188.91108387799565,75.07306620422874,0,245,0.36043028322440085,151.48129958443522
03294.bmp,ball,8.50208,120.0,12.0,215.24496527777777,39.51036553954214,0,245,0.1605902777777778,120.94594594594595
03294.bmp,cube,8.50208,120.0,12.0,194.2176564156946,68.8148793531056,0,245,0.31667550371155884,151.85140226035998
03295.bmp,cube,8.50208,120.0,12.0,201.15749039692702,61.12462216595769,0,244,0.25448143405889884,146.6754716981132
03295.bmp,ball,8.50208,120.0,12.0,218.8746251874063,33.9898375440191,0,243,0.12256371814092953,122.79051987767583
03296.bmp,ball,8.50208,120.0,12.0,218.63805522208884,33.52543109628015,0,245,0.11569627851140456,119.34630350194553
03296.bmp,cube,8.50208,120.0,12.0,196.51998236849838,67.41759892696832,0,244,0.29562151043197177,157.42246520874752
03297.bmp,cube,8.50208,120.0,12.0,194.76483696927048,68.26543444533097,0,245,0.3123387285948862,150.0608336462636
03297.bmp,ball,8.50208,120.0,12.0,218.43240987983978,35.49425625792564,0,247,0.12249666221628838,121.40326975476839
03298.bmp,ball,8.50208,120.0,12.0,216.00866141732283,41.47659609909517,0,248,0.15388076490438696,127.00365497076024
03298.bmp,cube,8.50208,120.0,12.0,200.9417438271605,63.69354052955072,0,247,0.2705761316872428,148.481463878327
03299.bmp,cube,7.49958,120.0,20.0,205.94202898550725,60.97213611515085,0,255,0.18741765480895917,157.46748681898066
03300.bmp,cube,7.49958,120.0,20.0,214.95230263157896,46.323036513198815,0,251,0.14046052631578948,141.91334894613584
03301.bmp,cube,7.49958,120.0,20.0,188.32003012048193,73.58875054808315,0,242,0.28990963855421686,157.4090909090909
03302.bmp,cube,7.49958,120.0,20.0,206.9423868312757,63.074473521419165,0,253,0.18170307059195948,147.4738675958188
03303.bmp,cube,7.49958,120.0,20.0,216.7172514619883,43.34121244888179,0,249,0.11374269005847953,136.04884318766068
03304.bmp,cube,7.50009,120.0,20.0,213.68730456535334,52.25652708577264,0,250,0.13258286429018137,159.68396226415095
03305.bmp,cube,7.50009,120.0,20.0,210.23472147106543,56.81838996320273,0,249,0.14710654407787993,150.49632352941177
03306.bmp,cube,7.50009,120.0,20.0,210.48193473193473,57.034547866499885,0,247,0.17832167832167833,149.218954248366
03307.bmp,cube,7.50009,120.0,20.0,206.50303643724698,58.051407521321124,0,243,0.15620782726045884,157.19222462203024
03308.bmp,ball,8.50208,120.0,12.0,202.2997213514455,55.224426034612115,0,242,0.27551375827237895,133.41845764854614
03309.bmp,cube,8.50208,120.0,12.0,181.7538115038115,79.11677988265076,0,252,0.36313236313236313,175.01812977099237
03310.bmp,cube,7.50009,120.0,20.0,195.35374697824335,69.46456731361775,0,248,0.2634971796937953,156.1085626911315
03311.bmp,cube,8.50208,120.0,12.0,190.09313725490196,72.38792657402921,0,250,0.3473529411764706,157.0214507479537
03311.bmp,ball,8.50208,120.0,12.0,220.17002934702862,31.871967891391098,0,248,0.11647101980924432,115.6503937007874
03312.bmp,cube,8.50208,120.0,12.0,186.87235696517413,74.39830387144053,0,243,0.36722636815920395,159.2311600338696
03312.bmp,ball,8.50208,120.0,12.0,223.52980769230768,28.250248058161066,0,247,0.09182692307692308,119.67277486910994
03313.bmp,cube,8.50208,120.0,12.0,187.27884615384616,73.38724453175021,0,239,0.3624847374847375,155.1221052631579
03314.bmp,cube,8.5015,120.0,12.0,189.44724556489263,71.78096613100193,0,239,0.2962962962962963,161.8356092436975
03315.bmp,cube,8.50208,120.0,12.0,189.02393617021278,72.09958634355637,0,240,0.33272676371780513,156.03197307530502
03316.bmp,cube,8.50208,120.0,12.0,194.20281124497993,68.06416055411437,0,242,0.30660140562248994,151.35530085959886
03317.bmp,cube,8.50208,120.0,12.0,190.73155859607377,70.75990235276979,0,246,0.334622248661511,155.57422222222223
03318.bmp,ball,8.49776,120.0,12.0,217.5608108108108,41.60805737300784,0,246,0.15658049353701528,121.66604127579737
03319.bmp,cube,8.50208,120.0,12.0,184.7080605564648,74.29129754444713,0,241,0.37520458265139117,158.56052344601963
03319.bmp,ball,8.50208,120.0,12.0,196.4717425431711,66.69509816590866,0,247,0.3101779173207745,149.66722901729227
03320.bmp,cube,8.50208,120.0,12.0,202.4298245614035,60.113440518690595,0,249,0.26165743305632505,144.6607851786502
03321.bmp,cube,8.50208,120.0,12.0,202.14309210526315,62.38460027445714,0,248,0.2512335526315789,151.07364975450082
03322.bmp,cube,8.50208,120.0,12.0,198.16176470588235,66.47019868010089,0,247,0.2784313725490196,152.74603873239437
03323.bmp,cube,8.50208,120.0,12.0,196.45863526570048,66.32858190012404,0,246,0.2806461352657005,151.84938138784293
03324.bmp,cube,7.5006,120.0,20.0,213.70407196969697,47.04198059143043,0,251,0.15009469696969696,149.80757097791798
03325.bmp,cube,7.5006,120.0,20.0,206.2974358974359,60.12378708668607,0,248,0.19633699633699633,148.6902985074627
03326.bmp,cube,8.50208,120.0,12.0,175.19153846153847,79.61781694166334,0,239,0.43403846153846154,167.048737261852
03326.bmp,ball,8.50208,120.0,12.0,228.97489648033127,17.034845582399587,0,247,0.039337474120082816,123.34868421052632
03327.bmp,ball,8.50208,120.0,12.0,219.76847826086956,36.87659629366638,0,251,0.12101449275362319,119.82035928143712
03327.bmp,cylinder,8.50208,120.0,12.0,166.77860411899314,83.96992392191369,0,227,0.47911899313501144,172.45134328358208
03328.bmp,ball,8.50208,120.0,12.0,229.97297297297297,20.443779050539636,0,253,0.038834951456310676,125.94594594594595
03328.bmp,cube,8.50208,120.0,12.0,171.83065595716198,80.49325079989906,0,226,0.4683734939759036,165.23937120400143
03329.bmp,ball,8.50208,120.0,12.0,226.63291329132915,24.11493238265379,0,254,0.05130513051305131,111.01754385964912
03329.bmp,cube,8.50208,120.0,12.0,172.37142857142857,81.33110172520551,0,230,0.4641975308641975,170.50645896656536
03330.bmp,ball,8.50208,120.0,12.0,223.7415329768271,29.09668525106386,0,254,0.09061200237670826,111.77049180327869
03330.bmp,cube,8.50208,120.0,12.0,167.8723273026316,84.34680537119995,0,230,0.5119243421052632,168.98674698795182
03331.bmp,ball,8.50208,120.0,12.0,211.70753469927297,45.05441436606869,0,250,0.19249834765366822,127.19399141630902
03331.bmp,cube,8.50208,120.0,12.0,167.14442567567568,84.87767779882708,0,229,0.5201013513513514,164.8713868139006
03332.bmp,ball,8.50266,120.0,12.0,218.67651024811218,38.07554190812328,0,253,0.13929341963322545,121.97676669893514
03332.bmp,cube,8.50266,120.0,12.0,166.67285628019323,84.44527005818118,0,224,0.5282306763285024,161.8082309231209
03333.bmp,ball,8.49776,120.0,12.0,231.32367501456028,25.120378411519777,0,253,0.04586488060570763,119.78730158730158
03333.bmp,cube,8.49776,120.0,12.0,183.1830739917434,76.58576132050608,0,241,0.40774849158463006,161.6253894080997
03334.bmp,ball,8.49776,120.0,12.0,227.52123922069626,26.262904008992827,0,253,0.06579367614180773,123.69417475728156
03334.bmp,cube,8.49776,120.0,12.0,186.3551367331855,73.1923745558659,0,243,0.36881005173688103,158.18837675350701
03335.bmp,ball,8.49776,120.0,12.0,223.81345663265307,33.78857806559116,0,253,0.10172193877551021,127.74608150470219
03335.bmp,cube,8.49776,120.0,12.0,176.18478260869566,82.25755716321746,0,243,0.4344202898550725,167.3698915763136
03336.bmp,ball,8.49776,120.0,12.0,226.26257183908046,29.342875317381406,0,254,0.07399425287356322,122.96116504854369
03336.bmp,cube,8.49776,120.0,12.0,186.45620270580142,75.76488948381714,0,253,0.365627149736299,159.20288491690184
03337.bmp,ball,8.49776,120.0,12.0,227.13535288430552,28.696558602044554,0,253,0.07428295198195295,118.13882863340564
03337.bmp,cube,8.49776,120.0,12.0,189.10632183908046,74.53897290814946,0,248,0.3514983579638752,161.0668613138686
03338.bmp,ball,8.49776,120.0,12.0,226.98919547872342,24.233880560878312,0,253,0.06216755319148936,114.40106951871658
03338.bmp,cube,8.49776,120.0,12.0,196.7268810424548,68.17101141523375,0,250,0.30338377469525013,151.70453758226532
03339.bmp,ball,8.49776,120.0,12.0,227.52199074074073,30.446286608701126,0,253,0.07175925925925926,131.90967741935484
03339.bmp,cube,8.49776,120.0,12.0,192.37083780880772,71.14146410030982,0,248,0.3257250268528464,155.6714756801319
03340.bmp,ball,8.49776,120.0,12.0,233.10037950664136,18.17639637153679,0,253,0.024667931688804556,121.13076923076923
03340.bmp,cube,8.49776,120.0,12.0,195.33549783549785,67.08693555172913,0,250,0.299963924963925,153.25917017438366
03341.bmp,ball,8.50208,120.0,12.0,227.90286738351256,26.18500950851283,0,253,0.06666666666666667,113.24462365591398
03342.bmp,ball,8.50208,120.0,12.0,227.5581363386476,22.479434154649944,0,248,0.0465915338097856,116.56047197640117
03342.bmp,cube,8.50208,120.0,12.0,174.90060763888889,79.93948513940403,0,231,0.416015625,168.69900886802296
03343.bmp,ball,8.50208,120.0,12.0,231.4617741935484,19.709752541301324,0,254,0.036290322580645164,118.45333333333333
03343.bmp,cube,8.50208,120.0,12.0,164.67722473604826,85.6169622057196,0,226,0.5284690799396682,166.30003567606136
03344.bmp,ball,8.50208,120.0,12.0,227.96562942008487,23.524974384572197,0,255,0.06053748231966054,112.92990654205607
03344.bmp,cube,8.50208,120.0,12.0,168.40869247626006,84.73011050631942,0,230,0.47388604821037256,174.75799614643546
03345.bmp,cube,7.49958,120.0,20.0,218.7903970452447,42.85621367904799,0,249,0.1172668513388735,141.33464566929135
03346.bmp,cube,7.49958,120.0,20.0,212.27657004830917,48.690827651768004,0,249,0.14895330112721417,150.01081081081082
03347.bmp,cube,7.5006,120.0,20.0,209.9786910197869,52.10120262117488,0,244,0.1617199391171994,141.62823529411764
03348.bmp,cube,7.5006,120.0,20.0,202.3074074074074,60.61447648825427,0,248,0.175,153.2768959435626
03349.bmp,cube,7.5006,120.0,20.0,226.63593380614657,23.929522889844066,0,246,0.05390070921985816,122.85087719298245
03350.bmp,ball,8.49776,120.0,12.0,235.43440428380188,14.192116009188313,0,253,0.017626059794734493,112.83544303797468
03350.bmp,cube,8.49776,120.0,12.0,185.68660207150018,75.96570399425094,0,247,0.35365853658536583,158.58053849787436
03351.bmp,ball,8.49776,120.0,12.0,236.50473321858863,12.681996060094107,0,253,0.0189328743545611,107.11363636363636
03351.bmp,cube,8.49776,120.0,12.0,189.52578037904124,72.35935424647086,0,246,0.3419732441471572,155.3679706601467
03352.bmp,ball,8.50208,120.0,12.0,209.81344307270234,51.15829985154712,0,251,0.2076474622770919,139.39306358381504
03352.bmp,cube,8.50208,120.0,12.0,187.41338051904282,73.53548558558549,0,244,0.3667003707448601,158.71920955882354
03353.bmp,ball,8.50208,120.0,12.0,200.5627413127413,61.359690721483545,0,252,0.28709321566464424,141.99519692603266
03353.bmp,cube,8.50208,120.0,12.0,194.00248207391064,66.7769231669118,0,244,0.3030888030888031,154.88535031847132
03354.bmp,ball,8.50208,120.0,12.0,192.7611369680851,66.04025629190821,0,244,0.35555186170212766,146.40112201963535
03354.bmp,cube,8.50208,120.0,12.0,181.44481082957307,77.17005989834594,0,236,0.406456091634849,164.732707087959
03355.bmp,ball,8.50208,120.0,12.0,194.81657608695653,62.47986890760577,0,234,0.34646739130434784,137.42696078431374
03355.bmp,cube,8.50208,120.0,12.0,174.75007316359378,80.62140239773564,0,237,0.47892888498683056,162.09654750992974
03356.bmp,cube,8.49776,120.0,12.0,193.81080170671459,69.81102800995914,0,248,0.3029418369638446,158.61489992587101
03357.bmp,ball,8.50208,120.0,12.0,205.41422413793103,49.56082961529861,0,240,0.25818965517241377,127.14273789649415
03358.bmp,ball,8.50208,120.0,12.0,209.29111842105263,46.407731959138445,0,247,0.21443256578947367,125.16874400767018
03359.bmp,ball,8.50208,120.0,12.0,210.14755884917176,47.39971081751384,0,249,0.21970357454228423,125.82242063492063
03360.bmp,ball,8.49776,120.0,12.0,234.36600083229297,17.179883549659404,0,253,0.02850603412401165,112.72992700729927
03360.bmp,cube,8.49776,120.0,12.0,201.11867954911432,60.17598658285024,0,244,0.25861513687600646,147.88978829389788
03361.bmp,ball,8.50208,120.0,12.0,217.76315789473685,38.0231414286964,0,249,0.15111019736842105,123.35102040816327
03362.bmp,ball,8.50208,120.0,12.0,221.59381091617934,35.87874819209407,0,251,0.10526315789473684,124.24768518518519
03362.bmp,cube,8.50208,120.0,12.0,189.38088803088803,72.3705761418499,0,242,0.3476833976833977,153.3575791227096
03363.bmp,ball,8.50208,120.0,12.0,233.14428312159708,16.374642290704163,0,252,0.019736842105263157,120.01149425287356
03363.bmp,cube,8.50208,120.0,12.0,197.4828477443609,66.60455336618058,0,246,0.28148496240601506,152.55634390651085
03364.bmp,ball,8.50208,120.0,12.0,227.66817897371715,23.56950950722187,0,251,0.056320400500625784,116.23055555555555
03364.bmp,cube,8.50208,120.0,12.0,179.9054018445323,78.56783620019758,0,242,0.410935441370224,157.2375761462007
03365.bmp,ball,8.50208,120.0,12.0,213.7216061827957,43.70751720304627,0,250,0.17221102150537634,125.20292682926829
03365.bmp,cube,8.50208,120.0,12.0,194.1576488483268,68.96960186386781,0,249,0.33409387222946546,150.32065040650406
03366.bmp,ball,8.50208,120.0,12.0,214.30774193548388,46.651537381552984,0,253,0.1767741935483871,128.72627737226279
03366.bmp,cube,8.50208,120.0,12.0,201.9064064064064,63.44846102314227,0,249,0.2658908908908909,150.84517647058823
03367.bmp,ball,8.50208,120.0,12.0,212.67816091954023,48.9468147327265,0,254,0.1863984674329502,134.5447070914697
03367.bmp,cube,8.50208,120.0,12.0,201.5822434607646,64.40457258937133,0,249,0.25767102615694165,152.90190336749635
03368.bmp,ball,8.50208,120.0,12.0,207.22736285525446,52.76800342860469,0,250,0.23975545274289492,134.42177808407993
03368.bmp,cube,8.50208,120.0,12.0,192.0465034965035,71.85107335213384,0,245,0.3236596736596737,153.8646020885848
03369.bmp,ball,7.99789,120.0,12.0,210.92770034843207,40.91346991086362,0,239,0.18837108013937282,118.12485549132948
03369.bmp,cube,7.99789,120.0,12.0,201.67010440539852,63.80210188388728,0,248,0.22396231219760632,152.45594087549745
03370.bmp,ball,7.99789,120.0,12.0,207.01035714285715,47.6944317641066,0,237,0.24892857142857142,121.75896700143473
03370.bmp,cube,7.99789,120.0,12.0,203.67937631027254,62.69574633263726,0,247,0.20820230607966456,148.7212083071114
03371.bmp,ball,7.99789,120.0,12.0,209.78846153846155,44.92402317599011,0,238,0.20512820512820512,125.64149305555556
03371.bmp,cube,7.99789,120.0,12.0,200.25140845070422,64.41446149840067,0,250,0.24422535211267607,154.8166089965398
03372.bmp,ball,7.99789,120.0,12.0,202.77698270721527,55.371031756158395,0,246,0.26997614788312463,134.40198785201545
03372.bmp,cube,7.99789,120.0,12.0,198.7688679245283,65.14180699732924,0,250,0.27718470705064546,145.09493954321542
03373.bmp,ball,7.49802,120.0,12.0,192.84036749928222,63.63819649332194,0,240,0.3488372093023256,140.62139917695472
03373.bmp,cube,7.49802,120.0,12.0,184.43157276995305,74.21172612357167,0,242,0.35751173708920186,159.49277741300065
03374.bmp,ball,7.49802,120.0,12.0,195.99746835443037,59.22555952767807,0,241,0.3298372513562387,134.20888157894737
03374.bmp,cube,7.49802,120.0,12.0,177.72997685185186,78.12618075848115,0,238,0.4017361111111111,157.62892538173438
03375.bmp,cube,7.49802,120.0,12.0,196.26876456876457,67.0965802081588,0,247,0.27424242424242423,157.46748831279217
03376.bmp,ball,7.50241,120.0,12.0,212.687899543379,41.39351293306332,0,245,0.18767123287671234,121.32725060827251
03377.bmp,ball,7.50241,120.0,12.0,220.6415525114155,32.66706703734795,0,249,0.10159817351598173,118.85842696629213
03378.bmp,ball,7.50241,120.0,12.0,225.82287093942054,22.214534118141327,0,249,0.0528972783143108,114.9253112033195
03379.bmp,ball,8.50208,120.0,12.0,220.709341117598,36.57996148806465,0,251,0.1305254378648874,117.30670926517571
03379.bmp,cube,8.50208,120.0,12.0,185.46350250626566,74.06605792198864,0,242,0.3726503759398496,160.44262295081967
03380.bmp,ball,8.50208,120.0,12.0,218.73024453024453,37.256933557908425,0,254,0.13796653796653796,121.44589552238806
03380.bmp,cube,8.50208,120.0,12.0,185.40678524374175,74.17810888677629,0,241,0.3545783926218709,165.05155596841615
